Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
8231,1,-969.7233956724842,28,среднее,1,Не женат / не замужем,4,M,сотрудник,161138.22500284654,получение высшего образования,0
8232,0,371057.21575583454,67,среднее,1,вдовец / вдова,2,F,пенсионер,53568.57689187153,на покупку своего автомобиля,0
8233,1,,36,среднее,1,женат / замужем,0,F,компаньон,,свой автомобиль,0
8234,1,-1192.1752355767887,37,среднее,1,женат / замужем,0,F,сотрудник,68969.6293956576,автомобили,0
8235,0,-422.6388649206501,45,среднее,1,женат / замужем,0,F,компаньон,310647.6850041269,строительство жилой недвижимости,0
8236,3,-96.79993491956164,33,среднее,1,женат / замужем,0,M,сотрудник,189750.22081939568,получение высшего образования,0
8237,2,-2021.3376818951435,32,неоконченное высшее,2,женат / замужем,0,M,сотрудник,204334.0121968152,операции с жильем,1
8238,0,370819.3783581317,61,среднее,1,вдовец / вдова,2,F,пенсионер,55091.73772358075,дополнительное образование,0
8239,1,-918.941976352924,31,среднее,1,женат / замужем,0,F,сотрудник,137487.7313817671,получение дополнительного образования,0
8240,1,-866.8474310339607,34,среднее,1,женат / замужем,0,F,компаньон,94716.29161006448,на покупку автомобиля,0
8241,0,-3785.888589975247,32,среднее,1,Не женат / не замужем,4,F,компаньон,103125.44029011232,на покупку подержанного автомобиля,0
8242,0,341598.7404781989,67,среднее,1,женат / замужем,0,M,пенсионер,75126.8832643005,ремонт жилью,0
8243,0,362869.6709748007,57,среднее,1,женат / замужем,0,F,пенсионер,156105.3311473401,покупка жилья для семьи,0
8244,0,-805.2491788937385,27,неоконченное высшее,2,женат / замужем,0,F,сотрудник,141398.35052307762,заняться образованием,0
8245,0,-327.68591621478964,29,высшее,0,женат / замужем,0,M,сотрудник,187983.87980912116,операции с недвижимостью,0
8246,0,-1083.7383857313866,44,среднее,1,женат / замужем,0,F,сотрудник,131934.32737340726,автомобили,0
8247,0,,46,высшее,0,женат / замужем,0,M,сотрудник,,строительство жилой недвижимости,0
8248,0,-2658.1927469329994,35,среднее,1,гражданский брак,1,F,сотрудник,177674.95003137094,недвижимость,0
8249,1,-2566.9817337935347,35,среднее,1,женат / замужем,0,F,компаньон,175635.43418606778,ремонт жилью,0
8250,0,381583.1233427606,44,среднее,1,женат / замужем,0,M,пенсионер,123947.70668043688,автомобиль,0
8251,-1,-3113.99844887716,31,среднее,1,гражданский брак,1,F,сотрудник,54412.056004813225,свой автомобиль,0
8252,0,-819.4508928806207,34,высшее,0,Не женат / не замужем,4,F,сотрудник,75824.26515780202,на покупку своего автомобиля,0
8253,0,-1431.6396925760446,25,среднее,1,женат / замужем,0,F,сотрудник,72818.27028880568,автомобиль,1
8254,2,-2921.477760443847,27,среднее,1,женат / замужем,0,M,сотрудник,89218.00496177857,сделка с автомобилем,0
8255,0,-7118.429277824821,58,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,125415.15302952836,строительство недвижимости,0
8256,0,-6485.903970546268,53,среднее,1,женат / замужем,0,M,сотрудник,189355.1171472884,получение дополнительного образования,1
8257,0,-1349.1993048202748,33,среднее,1,женат / замужем,0,M,компаньон,190241.83026497363,покупка коммерческой недвижимости,0
8258,2,-2896.3863099299365,37,среднее,1,женат / замужем,0,M,сотрудник,456065.71509221743,заняться высшим образованием,0
8259,2,-1739.4523796112635,29,среднее,1,женат / замужем,0,F,сотрудник,236799.2246343585,получение образования,0
8260,0,-797.9924838162448,22,среднее,1,Не женат / не замужем,4,M,компаньон,185112.86708755125,покупка недвижимости,1
8261,2,,33,Высшее,0,гражданский брак,1,F,сотрудник,,свадьба,0
8262,0,369593.3473766092,64,среднее,1,гражданский брак,1,M,пенсионер,184589.94243128263,на проведение свадьбы,0
8263,0,-3094.4105846214043,32,высшее,0,женат / замужем,0,F,госслужащий,269538.9473383292,покупка жилой недвижимости,0
8264,0,-617.938882078052,46,высшее,0,Не женат / не замужем,4,F,компаньон,711866.2326381635,получение высшего образования,1
8265,1,-506.06444358346016,35,высшее,0,женат / замужем,0,F,сотрудник,87647.45066950581,приобретение автомобиля,0
8266,0,-1838.599161714617,47,среднее,1,женат / замужем,0,M,сотрудник,176497.15829264175,операции с недвижимостью,0
8267,0,-427.4163602852778,23,среднее,1,женат / замужем,0,M,сотрудник,96209.90598732576,на покупку автомобиля,0
8268,0,-1877.7640772492896,46,среднее,1,женат / замужем,0,F,компаньон,196968.14939407448,операции со своей недвижимостью,0
8269,1,-4205.157355509629,37,среднее,1,женат / замужем,0,F,сотрудник,137450.26018657757,покупка недвижимости,0
8270,0,379568.3874138668,65,среднее,1,женат / замужем,0,F,пенсионер,69650.33883916473,покупка жилья для семьи,0
8271,1,-1494.8749899316344,28,среднее,1,гражданский брак,1,M,сотрудник,216722.12828236743,покупка жилья,0
8272,0,-234.4624821681004,49,среднее,1,женат / замужем,0,M,сотрудник,88014.54141526092,на покупку подержанного автомобиля,0
8273,0,-615.7741469797413,46,среднее,1,женат / замужем,0,F,сотрудник,26533.423140377618,покупка коммерческой недвижимости,0
8274,0,364275.9181799454,64,среднее,1,женат / замужем,0,F,пенсионер,133853.17197873126,покупка жилой недвижимости,0
8275,0,-4495.580944484387,52,среднее,1,гражданский брак,1,F,сотрудник,188471.4310131241,свадьба,0
8276,0,-3703.116726029736,46,среднее,1,женат / замужем,0,F,компаньон,200111.01003751432,профильное образование,0
8277,0,-4823.132438082989,38,Высшее,0,женат / замужем,0,F,сотрудник,211671.908671888,операции с коммерческой недвижимостью,0
8278,0,332087.54593089013,55,высшее,0,гражданский брак,1,F,пенсионер,49360.3503158921,сыграть свадьбу,0
8279,1,-7719.501326783305,41,среднее,1,женат / замужем,0,F,сотрудник,94892.42765950704,покупка жилья для сдачи,0
8280,2,-4400.935963530552,37,высшее,0,женат / замужем,0,F,сотрудник,129552.32507911268,ремонт жилью,0
8281,0,334837.6301909865,49,среднее,1,женат / замужем,0,F,пенсионер,149472.53361173047,покупка жилья,0
8282,0,-173.77785722964472,39,Среднее,1,женат / замужем,0,M,сотрудник,165683.70082084244,покупка недвижимости,0
8283,0,,54,среднее,1,женат / замужем,0,F,сотрудник,,жилье,0
8284,0,-189.65714224757863,47,среднее,1,женат / замужем,0,F,компаньон,158155.66608481607,недвижимость,0
8285,0,-2125.315628057597,45,среднее,1,женат / замужем,0,F,сотрудник,141705.05172275347,на покупку подержанного автомобиля,0
8286,0,359450.9519201931,55,среднее,1,в разводе,3,F,пенсионер,80045.21096556475,свой автомобиль,1
8287,0,-1795.5269346843106,39,среднее,1,женат / замужем,0,M,сотрудник,83890.56834225003,автомобиль,0
8288,1,-1647.305365928176,31,высшее,0,женат / замужем,0,M,сотрудник,128556.16070005477,операции с коммерческой недвижимостью,0
8289,0,339831.9436086389,59,среднее,1,женат / замужем,0,M,пенсионер,179557.11618306857,образование,1
8290,0,-1482.5952495283084,24,высшее,0,женат / замужем,0,F,компаньон,185829.917744142,операции с недвижимостью,0
8291,2,,46,среднее,1,женат / замужем,0,F,сотрудник,,получение образования,0
8292,0,-409.1806982486821,53,ВЫСШЕЕ,0,женат / замужем,0,M,компаньон,233749.0300597452,высшее образование,0
8293,1,-91.7740556188023,34,среднее,1,гражданский брак,1,F,компаньон,106606.6124953908,свадьба,0
8294,0,,28,высшее,0,женат / замужем,0,M,компаньон,,строительство недвижимости,0
8295,0,-4717.579804619229,42,Высшее,0,женат / замужем,0,F,сотрудник,154437.77627797038,сделка с автомобилем,0
8296,1,-1366.4256228024385,38,среднее,1,гражданский брак,1,F,компаньон,663548.4022618214,сыграть свадьбу,0
8297,0,393404.0845203994,58,среднее,1,Не женат / не замужем,4,F,пенсионер,199633.5636037601,операции с жильем,0
8298,0,-372.3931225806941,30,среднее,1,женат / замужем,0,F,сотрудник,244365.06922695533,операции с коммерческой недвижимостью,0
8299,2,-2262.3237469924998,39,среднее,1,женат / замужем,0,M,компаньон,967425.4228551424,свой автомобиль,0
8300,2,,42,среднее,1,гражданский брак,1,F,сотрудник,,сделка с подержанным автомобилем,0
8301,0,,36,высшее,0,гражданский брак,1,M,компаньон,,свадьба,1
8302,0,-881.4546843663495,34,среднее,1,гражданский брак,1,F,сотрудник,129991.30336401632,на проведение свадьбы,0
8303,0,-11684.584819069414,51,среднее,1,гражданский брак,1,F,компаньон,86152.09621834313,сыграть свадьбу,0
8304,0,393769.9343824062,54,среднее,1,женат / замужем,0,F,пенсионер,126849.5439668126,на покупку автомобиля,1
8305,1,346482.39820742497,58,высшее,0,Не женат / не замужем,4,F,пенсионер,258930.72560413,покупка жилой недвижимости,0
8306,1,-1250.397930215432,26,среднее,1,женат / замужем,0,F,сотрудник,138396.54724474653,покупка коммерческой недвижимости,0
8307,0,-3182.922804475425,29,высшее,0,женат / замужем,0,M,сотрудник,142658.17318511274,автомобили,0
8308,0,-2544.800897452458,50,среднее,1,вдовец / вдова,2,F,сотрудник,74250.89610644897,недвижимость,0
8309,1,-810.9006017615736,21,неоконченное высшее,2,женат / замужем,0,F,компаньон,130380.42451699494,на покупку автомобиля,0
8310,1,-2018.0764101431807,54,среднее,1,женат / замужем,0,F,госслужащий,128779.8295109982,строительство недвижимости,0
8311,0,386318.9747889359,61,среднее,1,женат / замужем,0,F,пенсионер,133757.8109494664,на покупку подержанного автомобиля,0
8312,1,-1787.141846607944,26,среднее,1,женат / замужем,0,M,сотрудник,127616.89964760515,покупка жилья для семьи,0
8313,1,-3952.65220428844,45,среднее,1,женат / замужем,0,F,сотрудник,75653.99624532896,строительство жилой недвижимости,0
8314,0,-538.6505197328507,27,неоконченное высшее,2,гражданский брак,1,F,компаньон,138545.2313157456,на проведение свадьбы,0
8315,0,-958.6098688032232,24,среднее,1,женат / замужем,0,F,сотрудник,78408.2669508958,свой автомобиль,0
8316,0,-556.0885083838864,19,среднее,1,Не женат / не замужем,4,F,сотрудник,68524.10603470224,высшее образование,0
8317,0,-5949.974874665255,47,среднее,1,гражданский брак,1,F,госслужащий,130305.72201211697,сыграть свадьбу,0
8318,1,-3404.0470758301085,31,неоконченное высшее,2,женат / замужем,0,M,компаньон,260890.3211132656,автомобиль,0
8319,0,-109.34236209897384,53,среднее,1,Не женат / не замужем,4,M,сотрудник,124770.01706301513,операции с жильем,0
8320,1,-411.52549377275193,30,среднее,1,женат / замужем,0,M,сотрудник,119964.97046879696,покупка жилья для сдачи,0
8321,1,380585.5976944189,58,высшее,0,вдовец / вдова,2,F,пенсионер,36080.48719199404,покупка жилья для сдачи,0
8322,0,-2560.1265688230706,35,среднее,1,Не женат / не замужем,4,F,компаньон,198407.3511691353,жилье,0
8323,0,374703.6668899623,64,высшее,0,женат / замужем,0,M,пенсионер,57902.751687575656,получение образования,0
8324,2,-7205.738942432957,37,СРЕДНЕЕ,1,гражданский брак,1,F,сотрудник,110172.73052307632,свадьба,0
8325,0,-535.6112185534773,29,высшее,0,женат / замужем,0,M,сотрудник,238157.1151513269,автомобиль,1
8326,0,-457.1296733455028,58,среднее,1,женат / замужем,0,M,компаньон,205539.761037771,недвижимость,0
8327,0,-1294.6427952563763,27,высшее,0,женат / замужем,0,M,компаньон,209551.72341883933,покупка недвижимости,0
8328,0,-1338.0216064905942,42,среднее,1,женат / замужем,0,M,госслужащий,260743.3567217165,операции со своей недвижимостью,0
8329,0,-1696.7613731200238,31,Неоконченное высшее,2,гражданский брак,1,M,сотрудник,167791.9851381224,заняться образованием,0
8330,0,371748.79866096016,53,высшее,0,Не женат / не замужем,4,F,пенсионер,106098.6840346798,операции с недвижимостью,0
8331,1,-337.95706448334164,32,среднее,1,женат / замужем,0,M,сотрудник,207600.511494146,образование,0
8332,2,-243.021760611366,27,среднее,1,женат / замужем,0,F,сотрудник,47395.44036369081,автомобиль,0
8333,0,-6221.497483147697,34,среднее,1,женат / замужем,0,M,сотрудник,194959.65718924569,сделка с автомобилем,1
8334,2,-1803.8779393119048,37,высшее,0,женат / замужем,0,M,госслужащий,174748.5587018693,покупка жилья,0
8335,0,-1177.0751476911105,43,Среднее,1,Не женат / не замужем,4,F,сотрудник,95303.81382538396,строительство жилой недвижимости,0
8336,0,-24.240694791435672,32,высшее,0,Не женат / не замужем,4,M,сотрудник,124115.3736553392,получение дополнительного образования,0
8337,0,360267.8448601903,57,среднее,1,вдовец / вдова,2,M,пенсионер,82876.33565188303,строительство жилой недвижимости,0
8338,2,-2050.5480737391995,33,среднее,1,женат / замужем,0,M,сотрудник,180333.05386551647,дополнительное образование,0
8339,0,-2690.324006861278,27,среднее,1,гражданский брак,1,F,сотрудник,139426.08170839268,свадьба,1
8340,0,-2051.458422078213,40,Среднее,1,женат / замужем,0,M,сотрудник,189256.9358576296,покупка недвижимости,0
8341,0,-723.2877329270917,27,среднее,1,Не женат / не замужем,4,M,сотрудник,65338.610931677,жилье,1
8342,1,-1862.044118203836,28,высшее,0,женат / замужем,0,F,госслужащий,89489.8784456392,профильное образование,0
8343,1,-440.5052454820013,38,высшее,0,женат / замужем,0,F,компаньон,125237.79972647034,жилье,0
8344,0,-1151.336109800171,50,СРЕДНЕЕ,1,вдовец / вдова,2,F,компаньон,85590.37669995472,сделка с подержанным автомобилем,1
8345,0,-7916.382033694783,36,среднее,1,гражданский брак,1,F,сотрудник,192880.84190206195,покупка недвижимости,0
8346,0,-3761.785714263621,34,высшее,0,Не женат / не замужем,4,M,госслужащий,142169.6748603382,автомобили,0
8347,0,-1988.726104737492,55,среднее,1,женат / замужем,0,M,сотрудник,518991.9133522982,покупка своего жилья,0
8348,0,,40,среднее,1,женат / замужем,0,F,сотрудник,,покупка жилья для семьи,0
8349,0,-5309.423719271245,47,среднее,1,женат / замужем,0,F,сотрудник,118055.8758104197,образование,0
8350,0,-4528.977696899216,45,высшее,0,женат / замужем,0,F,госслужащий,93777.1110050986,жилье,0
8351,0,-2695.075359644292,59,среднее,1,женат / замужем,0,M,сотрудник,246820.1943611457,получение образования,0
8352,0,-644.2844504930234,32,среднее,1,женат / замужем,0,F,сотрудник,72789.43517239229,покупка жилья для сдачи,0
8353,1,-1372.7060968346443,39,среднее,1,гражданский брак,1,F,сотрудник,140575.59194395272,на покупку своего автомобиля,0
8354,0,329410.24852330645,54,СРЕДНЕЕ,1,гражданский брак,1,F,пенсионер,95950.36032846574,сыграть свадьбу,0
8355,0,-5089.34903351377,33,среднее,1,гражданский брак,1,F,сотрудник,151055.15676870116,покупка своего жилья,0
8356,0,,55,высшее,0,женат / замужем,0,M,компаньон,,получение высшего образования,0
8357,0,-1879.8122076964596,38,неоконченное высшее,2,женат / замужем,0,F,компаньон,119911.8252702266,профильное образование,0
8358,0,397521.3436469713,64,высшее,0,вдовец / вдова,2,M,пенсионер,55319.31214160594,на покупку подержанного автомобиля,0
8359,0,-518.9743182667706,40,ВЫСШЕЕ,0,гражданский брак,1,F,компаньон,230141.14719371995,на проведение свадьбы,0
8360,0,,56,среднее,1,женат / замужем,0,M,сотрудник,,сделка с автомобилем,0
8361,0,-231.1092431825352,30,среднее,1,Не женат / не замужем,4,M,компаньон,129237.22044446452,получение дополнительного образования,1
8362,0,-2500.0714080365105,45,среднее,1,вдовец / вдова,2,F,сотрудник,290162.6968155503,строительство недвижимости,0
8363,0,-461.2179480552037,44,среднее,1,вдовец / вдова,2,F,компаньон,142176.07599093285,покупка недвижимости,0
8364,2,-3139.1834042355604,36,среднее,1,женат / замужем,0,M,сотрудник,290139.3375658569,на покупку автомобиля,1
8365,0,-96.20529318997106,28,высшее,0,женат / замужем,0,M,сотрудник,132123.40530405205,недвижимость,1
8366,1,-618.9567287949325,24,высшее,0,в разводе,3,F,сотрудник,146174.02057911258,покупка коммерческой недвижимости,0
8367,0,-1473.5476748774222,52,среднее,1,женат / замужем,0,F,госслужащий,116776.92600925783,покупка жилья для сдачи,0
8368,1,-1222.5611356272618,42,среднее,1,гражданский брак,1,M,сотрудник,198935.89442968363,свадьба,0
8369,0,401590.452230711,58,среднее,1,женат / замужем,0,F,пенсионер,175306.3129020768,образование,0
8370,0,,51,среднее,1,гражданский брак,1,F,компаньон,,сыграть свадьбу,0
8371,0,-419.2676789691348,27,высшее,0,женат / замужем,0,M,компаньон,307916.99972104124,образование,0
8372,2,-919.917348061284,40,среднее,1,женат / замужем,0,F,компаньон,73589.33533523882,покупка своего жилья,0
8373,0,-11395.16870878352,49,среднее,1,гражданский брак,1,F,сотрудник,284638.3105059891,образование,0
8374,0,377888.8564274879,60,среднее,1,гражданский брак,1,F,пенсионер,77704.86848379478,сыграть свадьбу,0
8375,0,-4954.443355126798,56,среднее,1,вдовец / вдова,2,F,сотрудник,249477.5056116807,получение дополнительного образования,0
8376,0,-187.79953277093108,54,среднее,1,женат / замужем,0,F,сотрудник,165201.35782493232,на покупку подержанного автомобиля,0
8377,0,371001.3349743458,56,среднее,1,Не женат / не замужем,4,M,пенсионер,265081.85045599844,операции с недвижимостью,0
8378,0,-150.15228984336758,53,среднее,1,женат / замужем,0,F,сотрудник,238902.3249938605,сделка с автомобилем,0
8379,0,-4832.970082246476,33,Среднее,1,женат / замужем,0,F,сотрудник,175759.42005654206,покупка жилой недвижимости,0
8380,0,-4351.104052006212,34,среднее,1,женат / замужем,0,F,компаньон,262085.5833657916,строительство собственной недвижимости,0
8381,1,-3360.159278698219,31,среднее,1,Не женат / не замужем,4,F,сотрудник,125151.0683922312,операции с жильем,0
8382,0,-1397.9958328019034,29,среднее,1,женат / замужем,0,M,сотрудник,130458.7814132026,покупка жилья для семьи,0
8383,1,-3409.146547353183,40,среднее,1,гражданский брак,1,F,сотрудник,246267.67138641808,на покупку подержанного автомобиля,0
8384,0,399560.1233422703,48,среднее,1,женат / замужем,0,M,пенсионер,244580.5713981845,операции с недвижимостью,0
8385,0,-691.9542567367322,30,высшее,0,Не женат / не замужем,4,M,компаньон,130958.3299765359,свой автомобиль,0
8386,1,-886.2531271001967,32,высшее,0,Не женат / не замужем,4,F,сотрудник,180595.12984963343,недвижимость,0
8387,1,343422.2323242149,46,высшее,0,женат / замужем,0,F,пенсионер,176809.16077324448,на покупку автомобиля,0
8388,0,-210.0241341614672,22,неоконченное высшее,2,Не женат / не замужем,4,F,госслужащий,50962.67883704928,покупка жилья,1
8389,2,-585.4332978245714,21,Среднее,1,гражданский брак,1,F,компаньон,97847.40906993144,заняться образованием,0
8390,0,-3543.832345614021,34,среднее,1,женат / замужем,0,M,сотрудник,150338.12669487,покупка жилья для сдачи,0
8391,1,-3401.2243112196484,50,среднее,1,женат / замужем,0,F,сотрудник,140415.73110994117,строительство жилой недвижимости,0
8392,0,-318.92587354533964,34,среднее,1,женат / замужем,0,M,сотрудник,167442.36135528097,автомобиль,1
8393,0,-591.9040578823524,28,среднее,1,гражданский брак,1,M,сотрудник,152462.59940047775,на проведение свадьбы,0
8394,0,-3381.741074119785,49,среднее,1,в разводе,3,F,компаньон,225970.74023813324,покупка коммерческой недвижимости,0
8395,2,-3542.351831761033,33,среднее,1,в разводе,3,F,компаньон,277588.3041752369,свой автомобиль,0
8396,2,-2002.7829168145608,30,высшее,0,женат / замужем,0,F,сотрудник,141078.34328460303,образование,0
8397,0,-2243.14827237237,51,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,202312.6290762225,покупка недвижимости,0
8398,0,-1955.138026866461,53,среднее,1,женат / замужем,0,M,компаньон,204248.6095380243,на покупку автомобиля,0
8399,0,-5472.555045655486,46,среднее,1,женат / замужем,0,F,сотрудник,140809.88381643954,сделка с подержанным автомобилем,0
8400,1,-6329.409939249594,36,среднее,1,женат / замужем,0,F,компаньон,117394.62271976825,покупка жилья,0
8401,0,-1444.763285427969,36,неоконченное высшее,2,женат / замужем,0,M,сотрудник,226910.3764070055,покупка своего жилья,0
8402,0,-8862.91314349374,47,среднее,1,женат / замужем,0,F,сотрудник,144790.183552413,на покупку подержанного автомобиля,0
8403,0,-12509.450812157693,58,высшее,0,вдовец / вдова,2,F,госслужащий,166708.76878250658,операции с жильем,0
8404,1,-541.4406855940596,40,среднее,1,гражданский брак,1,F,сотрудник,193629.5116564257,свадьба,0
8405,1,-410.1232917878075,37,среднее,1,гражданский брак,1,F,сотрудник,408147.75842638745,покупка жилья для семьи,1
8406,0,-1436.0356446558562,34,среднее,1,в разводе,3,M,сотрудник,125627.76863282223,образование,0
8407,0,337644.1189869978,66,среднее,1,вдовец / вдова,2,F,пенсионер,101669.33220583576,операции со своей недвижимостью,0
8408,0,,55,среднее,1,женат / замужем,0,F,компаньон,,свой автомобиль,0
8409,0,-2441.534643899087,43,высшее,0,женат / замужем,0,F,компаньон,119192.56186107705,недвижимость,0
8410,1,-2723.840285538408,30,среднее,1,гражданский брак,1,F,сотрудник,119863.01979583743,свадьба,0
8411,1,,45,высшее,0,женат / замужем,0,M,сотрудник,,на покупку подержанного автомобиля,0
8412,0,-5002.493799057036,34,среднее,1,женат / замужем,0,M,сотрудник,111226.36436645752,покупка жилья для сдачи,0
8413,2,-273.37609231964143,30,среднее,1,женат / замужем,0,M,сотрудник,246245.9224339585,жилье,0
8414,0,-2495.4646421953285,61,среднее,1,женат / замужем,0,M,сотрудник,219407.51237941056,строительство жилой недвижимости,0
8415,0,-201.6435727265153,23,среднее,1,Не женат / не замужем,4,M,компаньон,63719.11424396496,строительство жилой недвижимости,0
8416,2,-1371.207222467517,0,среднее,1,женат / замужем,0,M,сотрудник,179138.21234344324,покупка жилья для семьи,0
8417,0,-2647.0007215578844,51,Среднее,1,в разводе,3,F,компаньон,203451.06108508125,приобретение автомобиля,0
8418,0,-1896.6760150339765,30,среднее,1,женат / замужем,0,M,сотрудник,151522.7227141736,на покупку автомобиля,0
8419,0,-1669.9043595880496,38,среднее,1,гражданский брак,1,M,сотрудник,125351.84716697792,автомобили,0
8420,0,-891.1820562348285,55,среднее,1,женат / замужем,0,M,сотрудник,91354.21560104287,операции со своей недвижимостью,0
8421,0,-699.6346400384361,38,неоконченное высшее,2,в разводе,3,M,сотрудник,328919.1221424065,покупка недвижимости,0
8422,0,-662.5966339162745,50,высшее,0,женат / замужем,0,F,компаньон,387116.2051537033,покупка коммерческой недвижимости,0
8423,1,,48,среднее,1,женат / замужем,0,M,сотрудник,,покупка жилой недвижимости,0
8424,1,-5004.437465626495,39,высшее,0,женат / замужем,0,F,госслужащий,144514.52741796937,покупка жилой недвижимости,0
8425,0,393964.8409971221,59,среднее,1,женат / замужем,0,F,пенсионер,118212.5923471094,автомобиль,0
8426,0,,64,среднее,1,вдовец / вдова,2,F,сотрудник,,операции с коммерческой недвижимостью,0
8427,1,-2910.51954348063,41,высшее,0,женат / замужем,0,F,компаньон,383807.533907555,покупка жилья для сдачи,0
8428,0,-2189.729526169456,30,среднее,1,гражданский брак,1,F,сотрудник,116808.70944210955,ремонт жилью,0
8429,1,-2510.694486043415,25,высшее,0,женат / замужем,0,F,госслужащий,78222.10730358343,операции с недвижимостью,0
8430,20,,60,среднее,1,вдовец / вдова,2,F,пенсионер,,покупка жилья,0
8431,0,-1196.336149279542,24,высшее,0,гражданский брак,1,F,сотрудник,176791.38679440523,свадьба,0
8432,0,,67,среднее,1,женат / замужем,0,F,пенсионер,,образование,0
8433,0,-1033.5489386024287,46,высшее,0,гражданский брак,1,F,компаньон,161432.96050106382,недвижимость,0
8434,0,,30,высшее,0,женат / замужем,0,F,компаньон,,строительство жилой недвижимости,0
8435,0,-1850.59742721288,50,среднее,1,женат / замужем,0,F,сотрудник,261658.5508425473,покупка жилья,0
8436,0,-7591.450017152134,45,Среднее,1,женат / замужем,0,F,госслужащий,366892.02716223977,ремонт жилью,0
8437,3,-900.3338146445993,27,среднее,1,женат / замужем,0,F,компаньон,522991.3330806322,на покупку своего автомобиля,0
8438,0,-1946.4560925089029,35,СРЕДНЕЕ,1,вдовец / вдова,2,F,компаньон,190938.33338466345,покупка жилья для семьи,0
8439,0,-9615.762098432337,59,ВЫСШЕЕ,0,женат / замужем,0,M,госслужащий,145256.52031223945,дополнительное образование,0
8440,2,-5012.429944493964,36,среднее,1,женат / замужем,0,M,сотрудник,160235.61184406813,профильное образование,0
8441,1,-1978.8720772337488,34,среднее,1,женат / замужем,0,F,сотрудник,118109.80141415748,операции с жильем,0
8442,1,-3411.7799182694703,37,среднее,1,женат / замужем,0,M,госслужащий,137841.74122394295,автомобиль,1
8443,0,332814.6429398758,59,среднее,1,вдовец / вдова,2,F,пенсионер,66712.92849186203,на покупку подержанного автомобиля,0
8444,0,,61,среднее,1,женат / замужем,0,F,пенсионер,,строительство жилой недвижимости,0
8445,2,-1767.106902789296,31,среднее,1,гражданский брак,1,F,компаньон,96159.93076477696,покупка своего жилья,0
8446,1,,58,среднее,1,гражданский брак,1,M,сотрудник,,свадьба,0
8447,1,,22,среднее,1,гражданский брак,1,F,сотрудник,,сделка с подержанным автомобилем,0
8448,2,,36,среднее,1,женат / замужем,0,F,сотрудник,,покупка коммерческой недвижимости,0
8449,0,-678.5678707032978,33,среднее,1,женат / замужем,0,M,компаньон,167771.51176183618,недвижимость,0
8450,2,-973.5184156058542,45,среднее,1,гражданский брак,1,M,сотрудник,157646.60640208138,жилье,0
8451,2,-1705.444885871745,27,среднее,1,женат / замужем,0,F,сотрудник,41485.807532920575,покупка жилья для сдачи,0
8452,1,-724.7961085445668,28,неоконченное высшее,2,Не женат / не замужем,4,F,госслужащий,109112.3120791896,строительство недвижимости,0
8453,1,-2501.5304243831624,36,высшее,0,женат / замужем,0,F,компаньон,139049.50813768365,операции с недвижимостью,0
8454,0,-2492.423340697586,50,высшее,0,женат / замужем,0,F,компаньон,231728.9137076153,автомобиль,0
8455,1,-2631.158586262189,39,среднее,1,женат / замужем,0,M,сотрудник,150125.69086821508,получение высшего образования,0
8456,0,,71,среднее,1,женат / замужем,0,M,пенсионер,,операции с коммерческой недвижимостью,0
8457,0,359808.87708182354,50,высшее,0,Не женат / не замужем,4,F,пенсионер,254473.51933772556,получение образования,0
8458,0,-67.03662472052932,29,среднее,1,женат / замужем,0,M,госслужащий,209908.72423068152,покупка жилья для семьи,1
8459,1,-1506.0557781242114,39,среднее,1,женат / замужем,0,M,сотрудник,137623.90373825008,свой автомобиль,0
8460,0,,58,СРЕДНЕЕ,1,женат / замужем,0,M,пенсионер,,заняться высшим образованием,1
8461,0,342634.9829168036,68,среднее,1,вдовец / вдова,2,F,пенсионер,181311.29273400112,получение высшего образования,0
8462,1,-3242.0810622145123,44,высшее,0,женат / замужем,0,F,компаньон,127904.69453859696,покупка жилой недвижимости,0
8463,0,361763.8138746571,59,среднее,1,женат / замужем,0,F,пенсионер,242179.1647791859,высшее образование,0
8464,0,330082.873770985,60,среднее,1,женат / замужем,0,F,пенсионер,90433.5377376866,покупка жилой недвижимости,0
8465,0,340057.53951848514,60,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,112545.21253736864,операции с недвижимостью,0
8466,1,-102.7481904092289,28,Высшее,0,женат / замужем,0,F,госслужащий,190468.1946090823,покупка жилья для сдачи,0
8467,1,-1570.9598539634628,37,среднее,1,женат / замужем,0,M,сотрудник,111498.98380651973,получение образования,0
8468,0,388019.22303508327,63,среднее,1,Не женат / не замужем,4,F,пенсионер,73217.77717482952,недвижимость,0
8469,1,400124.13943170017,52,среднее,1,вдовец / вдова,2,F,пенсионер,105316.16386509524,покупка жилья,0
8470,0,-1940.23636081348,35,среднее,1,гражданский брак,1,F,сотрудник,146921.22465845733,сыграть свадьбу,0
8471,0,,47,среднее,1,женат / замужем,0,F,компаньон,,покупка своего жилья,0
8472,0,-3112.8077209641992,52,неоконченное высшее,2,женат / замужем,0,M,сотрудник,79087.69129190147,строительство жилой недвижимости,1
8473,0,,51,среднее,1,в разводе,3,M,компаньон,,операции с недвижимостью,0
